스킬ID,스킬
24836,(라마마 추천)내 사주의 연애와 결혼: 운명의 두 사람
24780,MBTI 소개팅 19+
24773,2023년 나에게 찾아올 12가지 행운 | 하바별타
24771,2023년 나에게 찾아올 12가지 행운 | 유니콘타로
2477,쿠쿠키키에게 간식 주기
24769,2023년 나에게 찾아올 12가지 행운 | 타로아브니
24766,(추천할인) 애인이 있어도 외로운 이유는?
24763,그 사람 속마음 [심화편] | 타로아델
24760,D-DAY 타로: 솔로 탈출까지 며칠 남았을까? | 라망타로
24759,2023년에 우리 사이 어떨까? | 하바별타
24757,2023년에 솔로 탈출할 수 있을까? | 유니콘타로
24755,2023년에 솔로 탈출할 수 있을까? | 타로아브니
24753,2023년에 솔로 탈출할 수 있을까? | 라망타로
24749,크리스마스에 나와 데이트할 사람은?
24655,2022 [완성판] 트렌드어워드 신조어 테스트
2462,20문 20답
2451,바다와 수다떨기
2450,사투리 욕 퀴즈
2447,풀리피 수다 떨자
2444,말할까 말까
2443,나이 오지라퍼 등장
24407,우울증 시그널: 나의 외로움 지수는?
2440,오늘 같이 보고 싶은 드라마
2438,미니게임 - 방탈출
2437,아무 이름 짓기
2436,안물안궁인데...
2435,러브게임 - 두근두근 소개팅
2434,눈은 왜 오는거야
2433,오늘의 유잼 개그
2431,계절학기...
2430,2022 새해 첫 곡
2423,오늘의 행운 장소
2420,아파서 화가나
2412,판밍밍과 수다 떨기
2411,시로와 수다떨기
2410,술게임 뭐 할까
2402,다노박에게 투표해주기
24002,초딩이랑 놀기
23994,스타일 고르기
23990,연인과 아직도 어색한 게 고민이라면?
23984,MBTI 운동추천
2398,풀리피의 선물 ☘️ 2022년 수능 대박 기원 타로
23972,오동통 이탈리아
2397,속풀이 노래방
23969,그림그려드려오
2396,결단력 테스트
23944,아빠 생신선물 추천
23942,"Hello, World!"
2394,새새 나랑 수다 떨자
2393,바비와 수다 떨기
23926,헛냥이 헛이야기 듣기
23923,헛냥이와 잡담
23922,그 사람이 너를 좋아하지 않는 이유
2392,대학 입시 정말...
23914,내 MBTI에 어울리는 언어는?
2391,거절 하고 싶어
2390,착한 사람 증후군 진단
2389,성격 파탄자가 있어
2388,철벽 뚫고 데이트
2384,날 괴롭히는 사람...
2383,오늘의 최애 덕질 운세
2382,술자리 진상이 있어
2379,고민따라 당 처방
23779,2023년 띠별 신년 운세
2377,썸타는 이 사람
2374,나갈까 말까
2371,떡 만들기 퀴즈
2369,얼씨구 소개
2368,얄미운 사람이 있어
2367,완벽주의 진단
2364,건망증 때문에
2361,밉상 퇴치하기
2359,정성 가득 덕담레터
2355,공부하는거...
2350,수다떨자
2342,대중교통 진상 욕하기
2340,오늘의 반려동물 컨디션
2339,오늘의 행운 색
2325,학교 생활이...
23185,2023년 솔로 탈출 시기 오픈 연기 안내
23054,(추천할인) 2023년 황금기와 암흑기: 재운 풀이
2302,무조건 고르기
2301,나 알바 중인데...
2300,오늘 같이 읽고 싶은 시
2297,생리현상 짜증나
22921,(추천할인) 필승 연애 성공법: 타고난 오행 풀이
2289,공공장소 민폐 욕하기
2285,연애중인데 화가 나
2284,영어 줄임말 퀴즈
2282,행운의 편지
22794,사주팔자란 무엇인가요?
22793,공대생 오빠가 사주팔자를 본다?!
2279,건강 스무디 레시피
2278,오늘 같이 보고 싶은 영화
2277,오늘 같이 읽고 싶은 책
2276,오늘 같이 듣고 싶은 노래
2274,직장 사람...
2264,탄생화 풀이
2261,이 대학 사람...
2260,대학 공부...
22592,☯️사전예약 ☯️2023년 신년운세 보고서
2259,별자리 수호성
2258,고대 신조어 모의고사
2255,다이어트 정말 힘들어
2254,말하는 대로 된다 훈련
2252,손 없는 날 알려줘
2247,신조어 모의고사 1급
2246,신조어 모의고사 2급
2245,꼰대가 있어
2244,싸가지가 있어
2243,별자리 외모 분석
2242,맞춤 영양제 추천
2241,오늘 뭐입지
22393,[CRM 히든] 건물주
2233,버릴까 말까
22329,🎟내 사주의 악인 깜짝 할인 쿠폰🎟
22328,MBTI 소개팅
2230,위로해줘
2229,맞춤법 대결 1탄
2226,싫은 사람에게 편지쓰기
2225,오늘의 TMI
2224,좋아하는 사람
22231,(추천할인) 내 사주에 건물 있을까?
2221,로또 행운 번호 뽑기
22163,새 스킬 보고 하트 1000개 받기❤️
22129,🎟천기누설 헬로우봇 궁합 할인 쿠폰🎟
2212,신발 사이즈 뭐 살까
2211,자존감 회복 - 위로 받기
2210,자존감 진단
2209,다이어트 중 먹을까 말까
2207,이 물건 살까 말까
2205,월경전 증후군 진단
22031,🎟더위 사냥 깜짝 할인 쿠폰🎟
2201,하루 하나
22000,❤️하트가 팡팡❤️ 행운의 사다리
2194,궁구미의 편지
2191,차례상 퀴즈
2188,친척 호칭 퀴즈
21865,궁합 맛집 헬로우봇 특별 할인전💝
2186,명절 랜덤 인사말
2184,오지라퍼
2183,알코올 사용장애 진단
2181,꿈
2180,어렸을 때
2178,좋아하는 것 소개하기
21733,라마마의 연애 고민 상담소
2173,오늘의 일기
2172,화병 진단
21706,[행운 룰렛] 2022년 7월 운세 보고서
21705,[행운 룰렛] 사주로 보는 재물운
21704,[행운 룰렛] 사주로 보는 성격유형
21700,무조건 당첨! 행운의 룰렛🍀
2168,날씨 욕하기
2163,오늘 뭐먹지
2162,전애인 정말...
21601,무조건 당첨 행운의 룰렛 한 번 더
2158,탄생석 풀이
21535,하반기 목표 세우고 선물 받기
21503,🎟2022년 하반기 운세 보고서 비밀 쿠폰🎟
2144,오늘의 부부 애정운
21436,당신의 이상형에게 투표하세요🗳
2135,내 직장 상사가...
2134,심호흡 연습
2133,싫은 사람 욕하기
21238,✨사전예약 ✨ 2022년 하반기 운세 보고서
21152,(추천할인) 부자 될 수 있을까?: 내 재물운 활용법
20975,풀리피에게 어린이날 선물 받기
20812,(블랙데이 할인) 할인 스킬 태그 페이지
20776,흑마마와 퀴즈 풀고 선물 받기
20644,진짜 운명 몇 번째_추천할인
20578,라마마의 나쁜 기억 환전소
20215,혼자와도 외로움을 채워주는 친구
20184,스킬스토어 앱 설치 1회 한정 무료 운세
20149,세계 판다의 날 축하하기
20053,2022 헬로우봇 인기 투표 결과 발표
20018,화이트데이 EVENT 100% 당첨 룰렛🍭
19951,2022 헬로우봇 인기 투표
19819,"""개운법 완수"" 적고 보너스 하트 받기"
19753,라마마에게 초콜릿 선물 받기🍫
19588,운세 기프트샵: 복 받아라 친구야!
19555,복주머니 열고 세뱃돈 받기
19370,🎄크리스마스 스페셜 쿠폰🎄
19365,손금으로 보는 내 전생🖐
19357,러브게임
19318,🚨2021 헬로우봇 블랙프라이데이🚨
19314,수능 보느라 고생했어! 라마마의 선물🎁
19311,🎟신년운세 보고서 비밀 쿠폰🎟
19301,지그재그에서 왔어
19298,행운의 쿠키 뽑기
19266,내가 막대과자라면?
19263,나의 소울에이지는 몇살? (10월 19일 ~ 25일) 생
19262,🎃할로윈 룰렛 돌리기 EVENT🎃
19230,🚨 필독 🚨 2022년 신년운세 보고서 오픈일 변경
19229,할로윈 라마마가 사라졌다!
19225,나의 소울에이지는 몇살? (10월 11일 ~ 18일생)
19222,🎉 사전예약 🎉 2022년 신년운세 보고서
19220,나의 소울에이지는 몇살 (10월3일~ 10일생)
19219,시로와 떠나는 시간여행
19216,나의 소울에이지는 몇살 (9월 25일 ~ 10월 2일)
19214,나의 소울에이지는 몇살? (9월19일~ 24일생)
19212,내가 만약 로판 주인공이라면?
19210,나의 소울에이지는 몇살? (9월11~18일생)
19204,나의 소울에이지는 몇살? (9월3일~ 10일생)
19195,[굿즈 Event] 판밍밍 오행 키링 쿠폰
19193,나의 소울에이지는 몇살?(8.26~9.2일 생)
19182,나의 소울에이지는 몇살?(8.19~ 8.25일 생)
19181,나의 소울에이지는 몇살? (8.11~8.18일 생)
19179,내 매력 테스트: 그림으로 그려줄게🎨
19175,나의 소울에이지는 몇살? (8.3~ 8.10일 생)
19172,나의 플러팅력 테스트
19171,나의 소울에이지는 몇살? ( 7.26 ~ 8.2일 생)
19160,나의 소울에이지는 몇살?(7.19~ 25일 생)
19159,#헬로우봇후기챌린지
19128,강점과 적성
19117,四柱推命で見る今日の運勢
19112,今日のラッキー度
19111,私って鉄壁…？！：ガードの堅さ診断
19109,今週の運勢
19106,ハズレ無し❤️ドキドキあみだくじ
19096,明日の運勢
19094,元恋人…やっぱり腹立つ！
19093,나의 소울에이지는 몇살? ( 7.11~ 7.18 생일)
19088,ピンチな状況であなたはどうなる？：MBTI別診断
19087,気持ちがふらふら…：浮気心診断
19087,気落ちがふらふら…：浮気心診断
19086,何となく寂しいは危険？！：人恋しさ診断
19081,もう冷めちゃったのかな…：倦怠期診断
19080,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기
19077,この気持ち…好きなのかわからない！：気持ち診断
19076,蛙化現象診断
19076,何で急に引いちゃうんだろう？：蛙化現象診断
19075,ラママと勝負！じゃんけんゲーム✌️✊🖐
19058,広告を見てタロット占いを無料で👀✨
19056,出席して「ボーナスハート」をゲット
19056,出席して「ボーナスハート」をもらう
19056,出席チェック「ボーナスハート」をゲット！
19043,３ヶ月以内に仕事が決まるかな？
19037,{{システム_今何年}}年{{システム_今何月}}月の運勢
19037,{{システム_今何月}}月の運勢
19037,{{시스템_지금몇년}}年{{시스템_지금몇월}}月の運勢
19034,職場の上司が…
19034,成敗！職場のパワハラ上司
19033,バイトイラっとあるある
19033,バイト中に…
19027,나의 소울에이지는 몇살? (6.25~7.2) 생일
19023,勉強のストレス発散
19023,勉強ストレス発散
19023,勉強のストレス…
19021,イライラ砕きセラピー
19021,イライラ砕き
19021,イライラ砕き
19018,私に向いてる職業と能力は？
19014,今私に想いを寄せてる人はいる？
19013,私にぴったりなダイエット法は？
19013,あなたにぴったりのダイエットは？
19012,판밍밍과 하반기 운세 보기💪
19011,嫌いなやつがおるんやけど
19011,ムカつくアイツの愚痴大会
19011,【怒り代行】 嫌いな人がいるで！
19008,스플이 궁금해!
19000,[D-DAY]라마마 배지 선물받기
18999,오늘의 심리체크
18998,성격리포트 부적
18996,마이너 카드 숫자별 설명
18995,마이너 상징 설명
18994,카드별 강의
18989,ラママと勝負！ジャンケンゲーム
18989,ラママと勝負！ジャンケンゲーム
18983,오늘은 내가 주인공 17화
18979,한정판 굿즈 구경하기 (미노출)
18976,취준생이라면
18974,내 운명의 상대 + 2021 금성궁 연애운 그래프
18973,오늘은 내가 주인공 11화
18972,오늘은 내가 주인공 10화
18968,달퀴즈 - 달잘알을 찾아라!
18967,라마마 무물방 연결
18966,테스트 그룹
18963,深呼吸練習
18963,深呼吸練習
18961,<달달한 그놈> 보러 가기
18960,인생 피는 개운법 풀이🔑
18956,오늘의 짤출석 GIF - 치우
18954,오늘의 짤출석 GIF - 머루
18941,루피 진단
18935,스토리
18930,恋に落ちるコーチングプログラム（4週コース）
18930,恋に落ちるコーチングプログラム（4週コース）
18928,私って君のこと好きかな?：気持ち診断
18928,썸학기 패키지 + 굿즈 10% 쿠폰 🎟️
18927,あなたをチョコレートにすると？
18927,あなたをチョコレートにすると？
18926,과거에서 온 편지
18925,상담사 선생님께 상담을 받고 싶어요
18924,알코올 사용장애 진단
18922,우울지수 진단
18918,3カード：私の運は今上昇中 vs 下降中？
18916,내 상태 바로 체크해보기
18912,同い年 vs 年上 vs 年下
18910,내가 초콜릿이라면?
18908,MBTI 코시국 극복 유형
18905,내가 소설 속 여주인공이라면?
18902,술비티아이 테스트
18900,나의 숨은 덕후 본능은?
18898,6カード：3ヶ月以内には恋人できるかな？
18896,{{名前}}の2021新年運勢
18895,뉴즈의 내 크리에이티브 유형 찾기
18865,{{名前}}の性格に似てるタロットカードは？
18865,{{名前}}の性格に似てるタロットカードは？
18864,告白してもいいかな？：告白成功率診断
18860,3カード：恋に落ちるためには？
18858,恋人ができるタイミング
18857,3カード：この片思い、叶うかな？
18856,4カード: {{名前}}の4月運勢
18855,ハローボットチュートリアル
18855,ハローボットチュートリアル
18854,今日のデートコースおすすめ
18854,今日のデートコースおすすめ
18850,私たちが別れたら
18849,今別れてもいい？
18846,私たちのスキンシップ相性
18844,この遠距離恋愛の行方は？
18841,片思いを諦められない理由
18840,片思いを忘れる方法
18837,뉴즈의 스트레스 상담소
18835,自分に合うダイエット方法
18834,今やってること続けてもいい？
18833,今日の悩みOXタロット
18833,今日の悩みOXタロット
18832,정월대보름 덕담 편지
18823,{{이름}}[[이의/의]] 네이탈 차트 Natal Chart
18822,대경대학교 심리 진단
18821,신년 목표 달성 챌린지: 작심 30일
18820,"새해 복, 새 행복! 랜덤 시 덕담"
18818,친구에게 새해 카드 보내기
18816,인간관계 속 본캐 컬러는?
18815,당신의 회사용 부캐는 무엇인가요?
18814,나의 인스타와 찰떡인 포토스팟은?
18813,현지인 테스트
18811,밥상 테스트
18809,자존감 테스트
18808,나를 원하는 대기업은 어디?
18804,조선시대 직업 테스트
18803,나와 닮은 빌보드 스타는?
18801,당신이 아이돌이 된다면?
18800,나와 닮은 세계의 리더들
18799,내 챗봇 만드는 법
18798,전생집 테스트
18797,인간관계 속 본캐 컬러는?
18796,시로의 부캐테스트
18795,나의 인스타와 찰떡인 포토스팟은?
18794,당신의 회사용 부캐는 무엇인가요?
18793,현지인 테스트
18791,네 성격에 딱 맞는 부자 되는 법 추천해줄까?
18790,2022년 띠별 신년운세
18788,나와 닮은 세계의 리더들
18787,무의식 속 숨은 동물 찾기
18786,조선시대 직업 테스트
18785,동물로 알아보는 연애 유형 테스트
18784,밥상테스트
18783,나를 원하는 대기업은 어디?
18782,스타트업 적성검사
18781,썸 추진력 테스트
18780,자존감 테스트
18778,핵심능력테스트
18777,전생집 테스트
18776,나와 닮은 빌보드 스타는?
18775,당신이 아이돌이 된다면?
18774,오늘부터 습관 기르기
18773,나와 맞는 회사는 어디일까?
18769,온보딩 시나리오
18762,現在片思い中なら…
18762,現在片思い中なら…
18760,今日の金運
18760,今日の金運
18759,今日のラッキー指数
18759,今日のラッキー指数
18758,今日の運勢
18758,今日の運勢
18750,日替わりお茶葉運
18750,今日の紅茶占い🌿
18743,連絡キット：連絡が取れない理由＋連絡してもいい？
